Precip,Pot_ET,Strmflw
0,5.48,0.41
0,7.04,0.37
0,3.3,0.35
0,3.4,0.3
0,6.43,0.27
0,3.83,0.24
0,2.57,0.23
0,7.14,0.21
0,3.19,0.2
0,7.1,0.19
0,6.99,0.18
2.05,5.86,0.18
0,6.66,0.17
0,6.67,0.17
7.68,6.26,0.17
18.17,5.84,0.18
0,7.7,0.17
0,6.98,0.15
0,5.93,0.18
0,4.19,0.22
11.83,3.39,0.18
9.09,3.27,0.2
6.39,1.57,0.38
0,1.8,0.35
16.12,1.01,0.32
0.05,1.47,0.51
0,3.42,0.39
0,3.69,0.29
0,3.27,0.27
2.21,3.39,0.22
0.47,6.97,0.19
0,7.77,0.17
0,6.76,0.15
1.37,6.58,0.15
1.05,5.97,0.14
7.02,5.43,0.14
3.83,2.88,0.16
0,7.09,0.18
0,6.74,0.15
0,3.95,0.14
7.56,3.07,0.14
8.22,1.39,0.14
1.04,2.78,0.16
0.22,3.95,0.18
0.22,4.38,0.17
6.39,3.15,0.16
5.31,2.68,0.18
0,2.04,0.24
0,3.3,0.3
0.51,3.52,0.22
0,5.28,0.18
11.27,2.86,0.19
0.97,3.71,0.18
0,3.48,0.16
1.51,4.13,0.16
18.73,1.76,0.15
2.13,3.15,0.18
0.73,4.01,0.23
0,6.04,0.19
0,5.93,0.15
0,6.73,0.14
3.73,5.8,0.13
5.04,3.01,0.13
0.01,4.11,0.12
0,6.12,0.12
0,6.03,0.11
5.89,5.08,0.13
0,5.39,0.2
0,5.04,0.14
1.3,4.59,0.13
5.73,1.97,0.12
2.4,2.89,0.12
2.93,4.09,0.12
0,5.79,0.12
0,4.37,0.12
10.21,2.51,0.11
3.04,2,0.12
11.25,2.51,0.12
13.5,2.48,0.38
4.66,3.03,0.41
17.54,3.71,0.41
1.52,5.09,0.76
5.37,4.64,0.52
19.95,2.86,0.36
0.85,2.98,0.28
0,5.47,0.61
0.76,5.89,0.52
0,5.98,0.35
9.44,5.14,0.24
0,4.95,0.21
0,6.55,0.17
0,6.94,0.15
0,5.75,0.15
0,3.18,0.15
0,2.53,0.14
0,2.99,0.12
0,5.64,0.12
0,1.67,0.11
18.53,1.13,0.11
3.08,2.29,0.14
6.75,2.47,0.17
0.01,3.88,0.17
0,4.92,0.16
0,6.01,0.15
0.34,2.21,0.13
0,5.33,0.13
0,2.98,0.12
0,5.68,0.11
0,5.5,0.11
0,2.55,0.11
23.58,1.2,0.11
6.76,1.86,0.18
7.18,1.58,0.21
5.34,4.75,0.21
0,5.1,0.24
0,4.83,0.2
0,5.18,0.16
0,5.12,0.14
0,5.58,0.13
0,4.27,0.12
0.62,2.03,0.11
0.02,1.2,0.11
0,5.33,0.1
0,4.83,0.1
0,3.7,0.1
0,4.73,0.1
0,4.34,0.1
0,4.65,0.11
0,2.08,0.11
0,5.28,0.11
0,2.34,0.11
28.51,0.99,0.2
1.01,0.66,0.9
0,1.55,0.37
4.35,2.36,0.21
8.18,0.67,0.17
1.07,0.94,0.16
0,2.93,0.15
0,2.04,0.14
0,3.43,0.14
0,4.62,0.13
0,2.97,0.13
3.5,1.88,0.12
0,4.13,0.12
0,4.24,0.12
0,1.63,0.12
0,2.9,0.11
0,1.39,0.11
0,3.83,0.11
0.21,3.3,0.11
0,3.33,0.11
0,3.23,0.11
0,3.78,0.11
0,3.52,0.11
0,2.96,0.11
0,3.21,0.11
0,3.14,0.11
0,3.51,0.11
0,3.41,0.11
6.21,0.6,0.12
0,0.51,0.13
1.01,0.58,0.13
13.67,0.3,0.15
0,0.59,0.17
6.75,1.73,0.17
7.24,0.57,0.18
3.56,1.33,0.19
5.67,0.51,0.2
0,0.9,0.19
0.34,1.88,0.17
0,1.82,0.15
5.48,1.26,0.15
0,2.6,0.15
43.68,0.95,0.18
0,2.69,0.7
0,2.12,0.68
0,1.84,0.4
0,2.18,0.28
0,1.67,0.22
0,0.9,0.19
7.76,0.64,0.18
0,2.05,0.18
0,1.19,0.18
1.03,1.39,0.17
8.93,3.07,0.18
1.23,0.86,0.2
11.72,0.68,0.21
31.33,0.4,0.75
0.07,0.79,1.44
15.91,0.6,1.51
0,2.1,1.26
0,1.98,0.79
3.2,0.42,0.57
0.02,2.53,0.52
0,1.74,0.47
0,0.92,0.39
0,1.4,0.33
0,1.04,0.3
14.39,1.38,0.27
21.06,0.77,0.66
0,2.07,1.25
0,1.32,1.46
0,0.85,1.09
0,1.36,0.65
2.56,0.87,0.49
8.32,1.07,0.46
0,0.86,0.56
81.9,0.39,1.29
12.93,0.56,7.57
0,2.01,7.66
0,1.33,6.97
0,1.46,6.43
0,1.18,3.48
13.8,0.75,1.54
0.39,1.81,1.53
0,1.08,1.88
23.7,0.32,2.26
0.88,0.32,2.57
0,1.22,2.7
0.95,0.31,2.69
0.07,0.27,1.81
0,1.12,1.27
0,0.9,1.07
0,0.9,0.95
0,0.71,0.84
0,1.27,0.74
0,1.21,0.68
0,1.28,0.62
0,1.46,0.56
0,0.79,0.52
0,1.38,0.5
0,1.44,0.47
0,1.63,0.45
0.12,0.76,0.43
7.19,0.53,0.45
7.42,0.41,0.6
1.56,0.34,0.86
0,0.23,1.19
0.05,0.43,1.31
2.32,0.48,1.14
3.65,1.44,0.87
0,0.76,0.91
0,1.38,1.09
0,1.14,0.93
0,1.57,0.66
2.07,0.7,0.56
3.92,0.89,0.51
1.89,0.78,0.5
7.25,0.37,0.55
0.07,0.7,0.7
11.7,0.72,1.11
0.43,2.19,1.43
0,1.7,1.42
0.66,0.95,1.05
12.75,1.67,0.92
0,0.79,1.18
0.36,2.22,1.49
0,1.38,1.25
0,0.76,0.82
0,1.74,0.63
0,2.66,0.53
0,2.75,0.46
29.66,1.18,0.49
3.38,0.25,1.64
0,0.34,2.55
0.3,0.56,2.7
0,2.44,2.02
0,1.61,1.24
0,1.15,0.87
11.24,1.27,0.73
9.65,0.4,1.07
0.08,1.4,1.68
0,2.48,2.07
0,2.62,1.53
0,2.34,1
0.05,2.25,0.77
2.03,2.48,0.67
0,0.76,0.64
0,2.72,0.57
3.99,0.34,0.52
0.24,2.91,0.5
0.61,1.16,0.48
31.54,0.35,0.86
0,1.99,2.44
1.53,1.33,3.24
0,2.17,3.14
0,2.54,2.01
0,2.02,1.15
0,1.06,0.85
0,2.84,0.7
5.11,1.24,0.61
7.58,1.15,0.56
1.52,0.43,0.61
25,0.62,0.78
13.77,0.53,3
0,4.15,4.07
0,3.17,4.59
0,4.01,4.43
0,2.32,2.74
52.14,1.41,1.88
0,4.85,6.49
0,1.79,6.6
0,4.23,7.49
0,2.81,5.59
0,4.65,2.75
0,3.55,2.01
0.21,0.69,1.21
0,2.24,0.97
0,4.73,0.85
0,2.18,0.76
0,2.57,0.69
0,2.25,0.64
32.48,1.07,1.11
0,0.8,2.54
0,3.14,1.92
0,1.67,1.63
0.17,2.08,1.15
45.98,1.86,2.65
0,4.08,5.64
0.07,1.62,3.97
86.09,0.74,6
3.98,2.64,17.45
0,2.86,19.71
1.47,1.95,19.2
52.08,0.73,11.42
3.81,3.07,10.25
0,1.54,10.57
0,2.38,10.88
0,5.33,8.1
0,6.09,4.03
0,5.61,2.67
0,5.57,1.72
0,5.66,1.34
0,6.56,1.16
3.68,4.48,1.02
0.87,2.18,0.92
0,5.35,0.87
0,6.05,0.83
0,2.8,0.75
0,4.94,0.68
0,3.41,0.63
0,1.82,0.59
1.73,4.68,0.57
0,1.71,0.54
12.76,1.33,0.57
45.99,0.8,1.09
0.01,6.89,3.53
0,6.73,3.13
0,5.29,2.47
0,6.43,1.64
0.03,3.65,0.83
15.84,1.63,0.64
0,2.26,0.82
0.02,1.73,0.6
11.22,0.94,0.52
12.07,3.04,0.75
0.71,2.93,1.15
0,5.73,2.13
0,6.95,1.77
0,6.67,1.31
0,6.53,0.84
0.57,3.12,0.6
0.29,2.4,0.52
0,5.32,0.46
0,4.88,0.4
0.17,5.36,0.37
0.71,5.9,0.34
0,5.27,0.32
0,6.58,0.3
0,6.45,0.28
16.92,1.74,0.33
0,4.51,0.38
0.01,1.95,0.32
0.91,4.07,0.28
0,7.38,0.27
0,6.78,0.25
0,4.82,0.24
0,6.02,0.22
0,6.57,0.21
1.58,6.47,0.2
0,5.78,0.19
0,5.96,0.19
0,6.03,0.18
0,5.09,0.18
0,4.65,0.17
0,7.29,0.17
0,6.18,0.17
0,3.22,0.16
0,3.92,0.16
0.38,4.68,0.15
0.45,6.22,0.15
0.29,5.13,0.15
0,3.35,0.15
0,5.93,0.14
0,5.15,0.14
0,6.09,0.13
1.32,7.11,0.13
0,8,0.13
0.54,7.24,0.12
11.74,4.8,0.12
0,6.79,0.12
0,7.8,0.12
0,8.24,0.12
4.15,5.87,0.12
5.21,3.98,0.12
0,5.01,0.12
3.36,5.76,0.12
10.06,5.07,0.14
12.51,4.2,0.16
19.87,4.89,0.19
9.4,3.77,0.4
28.63,5.63,0.57
0.71,5.98,0.45
1.55,6.11,0.67
4.46,4.08,0.35
14.17,1.95,0.27
13.63,1.06,0.32
0.8,2.36,0.51
0,5.65,0.36
0.51,5.75,0.28
5.41,4.43,0.22
3.66,3.22,0.18
39.55,3.95,0.17
0,2.28,0.69
0.82,1.14,1.37
1.65,2.06,0.9
0.07,3.36,0.49
2.59,4.73,0.31
0,4.98,0.26
4.61,3.95,0.21
0,3.85,0.19
5.12,5.54,0.18
0,5.52,0.23
0,6.41,0.18
0,4.84,0.16
0,6.37,0.15
0,5.84,0.14
0,6.35,0.13
0,5.37,0.13
0,4.16,0.12
0,7.35,0.12
0,6.35,0.11
0,6.29,0.11
0,3.04,0.11
0,5.14,0.1
0,5.06,0.1
8.85,3.25,0.1
90.49,1.16,0.79
3.19,3.67,1.73
0,5.04,1.08
5.62,4.68,0.76
0.84,3.78,1.1
0.12,0.94,0.64
0,2.13,0.4
0,3.32,0.29
0,2.57,0.24
0,2.75,0.22
0,6.73,0.19
0,6.35,0.17
0,5.88,0.16
2.47,1.44,0.15
0,2.14,0.15
1.96,4.81,0.17
0.04,2.2,0.16
4.49,2.74,0.15
0.24,2.06,0.15
0.71,4.66,0.15
7.31,4.51,0.16
0,2.52,0.17
0,3.86,0.19
0,2.96,0.16
0,1.82,0.14
0,5.6,0.14
0,5.53,0.14
0,3.36,0.13
0,5.14,0.12
0,4.53,0.12
0,3.14,0.12
0,4.31,0.12
31.17,2.11,0.13
0.01,0.95,0.41
0,1.08,0.25
0,0.97,0.18
0.71,1.25,0.15
0,2.64,0.15
0,4.5,0.14
0,5.37,0.13
0,5.21,0.12
0,5.31,0.12
0,5.53,0.12
0.91,2.46,0.12
7.27,0.79,0.12
0,3.35,0.13
0,3.37,0.13
0,3.9,0.13
0,3.52,0.12
7.69,0.91,0.12
6.49,0.88,0.13
0.05,2.27,0.17
0.16,4.21,0.24
0.47,1.93,0.19
1.07,3.03,0.17
0,3.39,0.16
1.79,1.27,0.16
0,0.8,0.16
0,0.82,0.15
0,3.4,0.14
0,3.93,0.14
0,4.13,0.13
0,3.92,0.13
6.73,0.69,0.13
4.55,0.81,0.17
0.85,4.26,0.19
0,4.45,0.16
0,1.14,0.15
0,2.68,0.14
0,2.82,0.14
0,2.74,0.13
0,2.97,0.13
0,2.16,0.13
0.18,2.77,0.13
1.79,0.59,0.13
0,0.44,0.13
0,2.84,0.13
0,1.08,0.13
0,1.01,0.13
0,2.47,0.13
0,2.06,0.13
0,1.57,0.12
0,2.03,0.13
0,2.69,0.13
0,2.84,0.13
0,2.68,0.12
4.29,2.46,0.12
2.58,0.91,0.12
0,2.21,0.12
0,2,0.12
0,2.18,0.12
0,2.62,0.13
43.74,0.94,0.13
2.36,2.53,0.29
0,2.16,0.46
0,2.31,0.32
0,2.21,0.24
0,1.01,0.2
0,1.51,0.18
0,0.9,0.17
0,0.51,0.16
0.04,0.25,0.15
0,1.28,0.15
0,1.09,0.15
0,1.82,0.14
0,2.19,0.14
0,1.91,0.14
0,2.23,0.14
0,2.03,0.14
0.96,0.88,0.14
59.69,0.26,0.17
0,0.51,0.93
0,0.3,0.96
7.68,0.59,0.9
6.55,0.88,0.72
0,1.03,0.54
0,1.49,0.41
0,1.66,0.32
0,1.96,0.27
0,1.64,0.24
0,1.54,0.22
0,1.27,0.21
0,0.83,0.2
0,0.4,0.19
13.11,0.77,0.19
26.48,0.32,0.52
0,0.91,1.33
0,1.81,1.83
0,1.41,1.64
21.25,0.61,1.13
0,1.36,1.24
0,1.6,1.58
0,1.24,1.59
0.81,0.65,1.09
39.98,0.11,0.81
0,0.15,1.58
0,1.17,2.59
0,1.11,2.85
0,0.9,1.92
0,0.97,0.98
17.22,0.54,0.68
22.99,0.14,1.39
0,1.05,2.85
0,1.1,3.49
0,0.97,3.13
0.74,0.76,1.92
16.89,0.09,1.08
0,0.16,1.53
0,1.29,2.2
0,0.89,1.96
0,0.84,1.31
1.4,0.52,0.92
0,0.24,0.76
0.2,0.2,0.68
3.15,0.14,0.62
0.64,0.13,0.59
0.05,1.02,0.54
0,1.03,0.5
0.21,0.9,0.46
0,1.91,0.43
0,0.87,0.42
0.03,1.63,0.4
0,2.11,0.38
0,1.31,0.36
12.29,1.34,0.35
0,2.36,0.54
0,1.59,0.74
32.7,0.7,0.67
0,1.67,2.07
0,1.91,2.82
0,1.58,2.75
0,0.88,1.93
0,1.06,1.11
0,1.63,0.82
0.2,0.77,0.7
0.21,2.16,0.65
0,2.29,0.6
0,2.05,0.55
0,2.47,0.5
0,0.94,0.47
0,0.99,0.44
12.68,0.81,0.44
2.3,0.27,0.7
0,2.03,0.83
0,3.09,0.72
0,2.82,0.63
0,3.09,0.53
0,2.53,0.47
0,1.97,0.43
0.11,0.59,0.4
8.61,0.26,0.39
21.72,0.76,0.77
0,2.51,1.86
0,2.43,2.52
0,1.32,2.1
0,2.29,1.27
0,1.62,0.86
43.71,0.73,0.75
0.32,0.4,2.77
0,0.5,3.98
0,1.23,4.69
3.33,0.55,4.18
0.05,0.99,2.49
0,3.84,1.58
0,2.91,1.11
11.46,0.41,1.01
0,0.4,1.05
0,1.37,1.12
0,2.81,1.2
0,3.42,0.96
0,2.25,0.76
7.8,1.65,0.67
0.08,2.52,0.69
32.36,0.65,0.72
3.92,0.88,3.1
7.01,0.25,4.97
0,1.26,6.15
0,3.51,5.62
0,5.4,3.61
4.48,3.62,2.07
0.77,2.27,1.46
0,3.59,1.27
1.28,1.52,1.07
0,1.5,0.95
2.12,1.52,0.85
0.15,2.31,0.77
18.96,3.17,0.72
1.28,4.8,0.81
0,4.45,1.66
0,2.35,2.2
0,1.63,1.74
0,5.05,1.04
0,4.48,0.77
0,4.08,0.65
0,1.2,0.57
12.22,0.6,0.53
26.51,0.48,0.61
0,2.06,2.37
0,2.75,3.82
0,5.46,3.95
4.98,3.39,3.08
1.81,1.02,1.68
0,1.74,1.24
0,1.92,1.06
15.33,1.62,0.92
0,4.51,1.07
0,6.24,1.62
0,3.19,1.77
0,3.25,1.08
0.51,1.34,0.7
0.01,1.5,0.55
0,1.25,0.48
0,1.95,0.45
0,2.33,0.45
0,2.4,0.4
0,4.65,0.35
41.65,1.92,0.32
41.37,0.61,0.7
6.91,1.49,3.49
0,5.77,6.98
0,5.98,7.05
0,5.05,4.32
0,5.16,1.78
0,7.18,0.93
0,2.96,0.67
0,3.38,0.53
0,3.79,0.45
0,4.53,0.39
0,4.19,0.35
0,5.53,0.32
0,4.64,0.29
3.36,1.4,0.27
0.06,4.82,0.27
0,5.22,0.25
0,3.05,0.24
0,2.36,0.22
0,4.57,0.21
0,4.79,0.2
0,4.01,0.19
0,5.61,0.18
0,4.28,0.17
0,5.44,0.17
0,4.94,0.16
0.05,3.81,0.15
2.54,2.78,0.15
5.88,1.14,0.15
18.03,2.7,0.15
23.9,1.16,0.24
29.03,1.05,0.55
0,4.38,0.96
3.53,3.95,1.58
0.77,4.82,1.22
0,4.12,0.7
0,5.79,0.46
0,6.2,0.35
0,4.71,0.28
0,1.93,0.24
0,4.78,0.22
0.33,3.39,0.2
0,3.49,0.19
0,2.89,0.18
0,2.56,0.17
0,5.28,0.16
0,6.87,0.15
0,7.04,0.15
0,6.84,0.14
0,5.32,0.14
0,4.42,0.14
12.05,4.27,0.13
5.51,3.45,0.13
4.62,0.91,0.13
3.42,2.09,0.19
3.73,4.89,0.21
1.73,2.43,0.42
0,6.37,0.41
0,6.34,0.28
0,6.67,0.22
0,4.77,0.17
0,6.51,0.15
0,5.73,0.13
2.41,3.72,0.13
0,5.25,0.13
0,5.71,0.13
0,6.88,0.12
7.67,1.39,0.12
4.75,3.09,0.12
12.69,4.43,0.12
2.77,3.34,0.14
0,4.13,0.21
1.63,4.19,0.21
0.83,5.7,0.23
0,2.83,0.22
4.64,2.5,0.2
14.28,2.66,0.19
0,5.08,0.19
0,3.52,0.17
1.12,2.49,0.15
27.68,0.78,0.15
3.96,0.92,0.21
1.37,2.74,0.33
3.13,2.97,0.26
13.45,1.2,0.31
0,4,0.28
0,5.01,0.21
0,3.97,0.16
0.25,5.22,0.15
0.96,5.97,0.14
0.87,5.86,0.16
3.83,5.5,0.13
0,5.35,0.12
2.73,4.67,0.12
17.49,3.18,0.12
1.86,3.93,0.12
0.21,3.4,0.12
35.06,2.49,0.12
11.34,1.87,0.16
0,2.43,0.24
10.66,0.98,0.21
13.18,3.35,0.49
0,2.72,0.42
0,4.85,0.27
0,5.31,0.2
8.86,4.96,0.17
0,3.57,0.33
11.51,3.22,0.45
1.8,2.98,0.37
0.6,2.8,0.35
8.72,3.6,0.32
10.35,2.87,0.38
20.54,2.95,0.75
8.96,1.5,0.9
0,3.23,1.71
0,5.15,1.67
0.07,3.47,1.68
4.16,2.08,1.09
0.4,2.46,0.46
4.02,2.39,0.44
0,4.3,0.28
0,3.33,0.23
0,2.71,0.2
0,3,0.18
0.47,1.78,0.17
0,3.27,0.16
0,3.8,0.15
0,4.93,0.14
25.76,4.13,0.13
6.13,2.7,0.5
0,5.24,0.45
9.72,4.97,0.29
0.1,3.78,0.27
0,4.33,0.21
0,5.14,0.16
0,5.84,0.14
0.52,4.77,0.13
0.57,3.51,0.12
0.6,3.39,0.12
0.68,3.74,0.12
0,5.14,0.12
0.38,4.52,0.11
0.9,4.46,0.11
0.19,4.42,0.11
11.48,1.87,0.11
8.71,1.57,0.12
1.64,1.67,0.2
3.89,4.11,0.21
0.01,0.98,0.16
0,4.65,0.15
0,4.99,0.14
0,4.63,0.12
0,4.51,0.12
0,2.8,0.11
0,3.38,0.11
0,5.06,0.11
0,2.38,0.1
5.82,1.19,0.1
26.32,0.87,0.23
0.21,2.26,0.37
22.84,3.12,0.31
0,3.79,0.22
3.11,1.67,0.19
22.87,0.53,0.21
45.47,1.3,1.96
0,2.32,3.48
0,0.73,1.56
0,4.1,1.04
0,2.2,0.64
22.95,0.65,0.45
49.52,0.47,1.67
0,0.46,5.84
0,1.03,4.14
0,3.29,3.68
0.82,0.9,1.86
0.04,2.3,0.73
0,2.96,0.52
0,3.77,0.43
0.26,1.9,0.37
3.17,0.64,0.33
5.75,2,0.3
0,2.91,0.29
0,2.98,0.28
0,1.56,0.27
0,0.92,0.25
0,1.72,0.23
0,1.26,0.22
0,2.56,0.21
0,2.77,0.21
0,2.47,0.2
0,2.24,0.2
7.6,1.15,0.21
0,2.09,0.23
0,0.72,0.22
0,0.37,0.21
30.92,1.43,0.21
0.41,0.14,0.52
0.43,0.69,0.76
0,1.99,0.68
0,1.43,0.59
0.15,2.41,0.44
4.1,1.01,0.36
1.18,2.55,0.37
0,2.22,0.48
0,0.99,0.42
0.03,2.68,0.34
0,1.66,0.29
0,1.69,0.26
0,1.77,0.25
0,1.07,0.24
0,0.51,0.23
0,1.51,0.23
0,1.98,0.23
0,1.27,0.22
0,0.94,0.22
0,0.61,0.21
0,2.86,0.21
0,1.17,0.21
0.05,2.99,0.2
0,2.06,0.2
0,1.91,0.19
0,1.39,0.19
4.89,1.18,0.19
26.22,0.47,0.21
0,0.49,1.56
0,0.57,1.69
0,1.16,1.24
30.85,0.49,0.94
0.28,1.05,2.37
0,1.58,2.37
0,1.05,2.16
2.08,0.69,1.44
0.1,0.6,0.8
0,1.86,0.64
0,0.93,0.55
11.23,0.89,0.5
0,1.98,0.48
1.91,1.37,0.67
0,1.34,1.19
0,1.5,1
1.31,0.74,0.57
24.82,0.3,0.51
19.58,0.26,0.81
0,0.5,3.97
0,1.39,4.13
0,1.56,3.8
2.18,1.5,2.7
27.12,0.89,2.99
0,0.97,5.18
0,1.25,3.97
0.68,0.7,2.86
3.2,0.11,1.79
1.03,0.16,1.22
12.05,0.3,1.08
0,0.97,1.03
0,0.61,1
0,0.39,0.92
11.25,0.73,0.81
1.95,1.16,0.73
0,1.21,1.39
0,1.32,2.69
0,0.46,2.15
0,1.9,0.96
0,1.42,0.68
0,1.65,0.58
0.82,0.98,0.52
14.14,0.56,0.55
15.89,0.51,0.75
0,0.67,1.42
0,2.96,3.06
0,2.12,2.8
0,1.88,2
0,1.29,1.54
0,1.22,1.18
0,1.06,0.85
0,2.32,0.73
0,1.42,0.64
0,1.21,0.56
32.12,0.48,0.52
0.19,2.26,1.31
0.34,2.31,3.16
14.42,1.21,3.16
0.48,0.87,3.11
0,1.23,2.45
0,1.81,1.88
1.91,2.11,1.24
25.68,0.56,1.37
0,1.2,2.77
0,1.98,3.21
0,1.7,2.66
0,2.5,1.71
0,2.41,1.08
0,2.16,0.85
26.07,1.16,0.72
27.48,1.2,2.54
33.46,1,6.75
0,2.84,10.43
0,2.94,10
0,1.78,8.23
0.46,2.7,4.44
32.32,0.63,3.1
0,3.91,3.82
1.47,1.09,4.46
36.07,0.55,4.96
35.3,0.22,7.74
0,0.68,10.77
0.04,2.67,10.68
0,2.68,11.36
6.7,1.19,7.61
0,3,4.47
0,3.07,3.51
2.67,2.7,2.89
9.16,2.6,2.64
1.51,3.52,2.51
10.15,1.55,2.51
23.57,0.44,3.51
0,1.81,5.45
0.32,5.23,6.63
0,4.37,7.14
0,3.95,3.44
46.91,2.49,2.22
0.86,4.69,7.26
0,4.04,6.53
1.05,1.25,5.95
0.62,1.8,4.19
1.28,1.79,2.7
0.23,3.74,1.98
42.85,0.91,1.82
0,0.64,7.98
0,4.15,6.65
0.55,1.02,6.19
14.11,4.26,4.82
0,4.42,4.13
0,3.82,3.23
26.71,1.09,2.37
0.01,4.68,3.99
0,4.67,4.63
0,4.44,4.03
0,2.15,3.11
0,2.2,1.95
0,4.75,1.28
0,4.19,1.06
0,5.41,0.94
0,4.83,0.85
0,5.71,0.77
0,6.51,0.72
0,4.87,0.67
0,4.6,0.63
0,3.95,0.59
0,4.56,0.56
0,2.85,0.54
1.78,1.78,0.52
0,5.53,0.52
9.19,1.63,0.51
14.48,1.16,0.65
29.2,0.99,2.33
1.7,3.33,5.18
0,5.87,2.65
0,3.62,2.5
0,2.07,2
0.03,1.44,1.11
0,5.34,0.78
42.7,1.14,0.71
0.47,0.37,3.31
0.06,5.41,3.4
0,3.45,2.84
0,3.62,1.81
0,5.65,0.94
0,1.95,0.72
2.23,1.86,0.61
15.93,2.18,0.57
0.27,3.7,0.71
5.44,0.97,0.74
3.71,1.47,0.65
16.91,1.47,0.63
68.18,0.45,3.88
0.26,0.88,9.82
0,3.37,10.62
0,4.04,12.14
0,6.12,6.25
0,6.79,3
0,4.98,1.85
0,2.74,1.09
11.28,1.32,0.95
0,6.88,1.11
0,3.7,1
0,4.35,0.76
2.98,2.04,0.63
1.26,5.69,0.57
0,5.98,0.54
3.1,1.83,0.49
0,2.23,0.48
0,5.47,0.45
0,4.78,0.42
0,4.67,0.39
0.1,4.09,0.37
0,5.64,0.35
0,5.43,0.33
3.34,6.04,0.31
0.45,6.1,0.35
5.62,3,0.35
5.36,2.81,0.33
0,5.7,0.34
0.13,4.2,0.34
0.71,3.87,0.33
0,5.4,0.29
0.34,4.62,0.27
0,4.82,0.27
1.54,7.59,0.26
0,6.52,0.24
1.73,5.85,0.23
17.67,4.08,0.23
0.16,5.8,0.29
2.23,3.85,0.72
10.97,4,0.44
6.8,3.24,0.39
3.53,3.49,0.35
21.63,5.97,0.32
0,5.63,0.33
3.11,4.37,0.43
5.69,6,0.54
4.05,2.22,0.43
0.85,4.75,0.32
20.77,4.65,0.28
1.08,3.32,0.34
12.35,3.66,0.39
0.78,1.71,0.58
0.08,3.39,0.42
0,3.69,0.32
0,4.33,0.27
0,2.83,0.25
2.7,3.28,0.23
0,4.06,0.3
1.98,5.4,0.25
0,3.18,0.21
0,5.64,0.2
0.21,5.02,0.19
9.77,4.88,0.21
0,4.39,0.27
0,6.23,0.21
21.68,5.81,0.19
10.56,2.29,0.62
0,5.21,0.64
0,4.87,0.41
6.35,1.48,0.3
0,4.8,0.26
0,6.19,0.3
5.22,1.62,0.24
21.12,1.5,0.24
5.81,1.15,0.33
8.12,2.19,0.32
26.24,1.59,0.42
10.7,2.11,1.56
7.25,1.92,1.39
2.67,2.17,1.67
0.01,1.03,1.9
0.16,1.62,1.07
5.3,1.44,0.66
5.5,3.2,0.47
13.03,4.14,0.42
0.1,4.4,0.77
2.05,2.6,1.68
1.39,2.41,1.34
6.29,3.57,0.99
0.21,2,0.88
0,2.57,0.55
5.36,3.69,0.69
0,4.98,0.58
0,5.58,0.4
0,5.05,0.32
0.72,5.09,0.26
0.07,5.53,0.23
0,4.24,0.21
0,5.1,0.2
0,5.09,0.19
0,5.28,0.19
8.79,2.91,0.2
0.45,2.83,0.42
2.52,2.01,0.29
0,4.62,0.28
0.16,4.04,0.25
0,5.58,0.21
0,6.09,0.19
0,5.7,0.17
0,6.12,0.16
3.66,1.32,0.16
7.31,1.78,0.16
8.06,0.85,0.23
11.81,2.08,0.19
0.1,3.55,0.19
10.06,3.03,0.22
1.72,1.73,0.26
4.73,2.94,0.26
0.22,4.89,0.24
0,4.57,0.23
0,3.3,0.2
0,3.41,0.18
1.18,1.89,0.17
0,4.44,0.16
0,5.79,0.15
0,5.93,0.14
1.1,2.5,0.14
84.74,0.56,0.19
1.86,1.45,1.51
0.12,2.86,2.71
3.78,0.92,2.52
0.82,0.66,1.77
0,1.78,0.8
0.03,4.01,0.49
0.78,2.22,0.39
0.63,2.87,0.32
2.92,3.4,0.28
4.03,2.07,0.27
0.26,2.03,0.25
0,4.19,0.25
0,4.37,0.27
0,4.13,0.22
0,4.38,0.2
0,4.28,0.19
0,3.53,0.18
0.21,2.45,0.17
16.55,1.62,0.17
0,3.74,0.21
0,4.76,0.24
0,3.69,0.31
0,1.05,0.27
0,4.41,0.22
0,3.89,0.19
0,3.59,0.17
0,1.13,0.17
0,2.72,0.16
0,2.51,0.16
0.21,2.17,0.15
0.16,1.79,0.16
0,0.96,0.16
0,4.25,0.16
0,0.68,0.15
0,0.74,0.15
0,1.71,0.15
3.2,2.18,0.15
0,0.6,0.15
0,2.1,0.14
0,2.83,0.14
0,3.56,0.14
0,3.01,0.14
0,3.89,0.14
0,1.58,0.14
0,0.94,0.14
0,2.39,0.14
3.86,1.13,0.19
5.27,4.07,0.19
0,3,0.16
0,3.16,0.15
0,1.28,0.15
0,3.58,0.14
0,2.72,0.14
10.13,0.57,0.14
0,2.26,0.16
0,2.39,0.18
0,2.66,0.17
0,1.6,0.16
0,0.94,0.15
0,2.15,0.15
0,2.52,0.15
0,1.88,0.14
0.1,2.03,0.14
8.25,0.43,0.15
0,2.3,0.16
0,2.9,0.17
0.77,2.01,0.16
14.88,0.31,0.16
0.25,0.58,0.18
0,0.89,0.21
0,0.47,0.2
0,2.18,0.2
16.18,0.66,0.2
0,2.02,0.25
0.03,1.77,0.3
6.62,0.46,0.29
50.65,0.49,0.38
3.83,0.17,1.53
0.45,0.2,1.41
21.6,0.14,1.41
83.04,0.2,1.95
0,0.42,4.79
0.21,0.71,10.59
